# Id	 Ra		 Decl		 Mag
0	 195.495515	 24.206040	 19.853025
1	 195.564178	 24.210000	 17.961388
2	 195.626960	 24.205413	 20.959169
3	 195.630322	 24.216960	 20.996910
4	 195.637583	 24.216712	 19.772295
5	 195.665947	 24.208739	 15.707180
6	 195.713933	 24.213822	 20.888458
7	 195.731063	 24.202842	 17.716061
8	 195.756107	 24.203766	 18.221455
9	 195.776450	 24.205400	 18.230757
10	 195.780321	 24.203759	 13.780128
11	 195.781921	 24.205712	 21.222395
12	 195.783392	 24.202505	 13.331730
13	 195.795054	 24.200023	 18.693808
14	 195.797528	 24.202295	 20.152824
15	 195.858759	 24.205716	 20.288034
16	 195.920363	 24.215500	 17.924822
17	 195.924049	 24.209955	 18.769638
18	 195.986361	 24.204725	 20.609409
19	 196.015339	 24.216585	 19.462290
20	 196.040526	 24.216894	 19.839394
21	 196.076448	 24.201225	 21.248205
22	 196.080637	 24.201153	 17.448933
23	 196.098851	 24.203080	 18.557863
24	 196.111398	 24.214208	 18.890972
25	 196.129393	 24.216986	 19.949429
26	 196.131569	 24.209245	 19.202003
27	 196.132383	 24.206337	 19.719231
28	 196.195777	 24.205631	 17.698524
29	 196.213792	 24.207863	 18.043116
30	 196.228338	 24.204847	 19.314461
31	 196.233637	 24.214003	 19.833870
32	 196.233746	 24.210697	 18.277365
33	 196.234524	 24.205981	 18.880381
34	 196.236102	 24.205887	 19.058739
35	 196.281246	 24.214625	 18.221615
36	 196.290577	 24.204512	 9.263824
37	 196.351838	 24.215391	 19.580685
38	 196.357174	 24.205497	 16.529310
39	 196.377337	 24.212307	 20.145746
40	 196.397584	 24.213289	 20.878128
41	 196.410454	 24.210346	 20.681749
42	 196.413033	 24.205154	 18.210791
43	 196.415081	 24.200370	 18.273933
44	 196.469374	 24.211982	 21.138947
45	 196.475220	 24.204311	 20.138634
46	 196.481838	 24.204685	 21.324446
47	 196.497125	 24.214910	 18.760088
48	 196.498704	 24.215620	 17.815119
49	 196.505540	 24.216830	 19.083704
50	 196.545314	 24.206314	 14.681990
51	 196.555870	 24.211127	 20.784819
52	 196.565957	 24.207426	 18.633865
53	 196.582186	 24.210912	 19.228045
54	 196.595831	 24.211285	 20.868784
55	 196.666215	 24.208337	 20.688820
56	 196.667548	 24.213400	 20.718185
57	 196.671424	 24.210972	 19.132158
58	 196.702296	 24.211008	 16.027899
59	 196.716175	 24.201896	 18.722807
60	 196.722316	 24.211638	 18.611952
61	 196.731459	 24.207276	 19.905718
62	 196.769150	 24.207616	 19.428871
63	 196.787129	 24.214251	 19.131962
64	 196.792022	 24.214726	 14.967061
65	 196.798156	 24.211360	 20.822834
66	 196.817148	 24.200564	 19.662977
67	 196.829245	 24.217877	 20.902098
68	 196.830883	 24.211795	 19.655468
69	 196.859843	 24.213269	 18.408436
70	 196.941045	 24.202580	 20.976402
71	 196.952014	 24.217442	 19.724771
72	 196.968379	 24.208890	 20.653301
73	 196.969725	 24.203030	 19.205462
74	 196.994991	 24.208426	 15.866696
75	 197.019891	 24.205555	 20.068098
76	 197.037825	 24.202277	 18.810032
77	 197.046454	 24.207899	 16.668993
78	 197.058979	 24.212089	 21.161221
79	 197.083593	 24.213886	 16.461693
80	 197.099197	 24.203613	 19.573124
81	 197.115933	 24.200852	 16.960987
82	 197.211731	 24.211787	 19.891886
83	 197.236669	 24.201184	 20.442291
84	 197.247224	 24.200178	 19.751225
85	 197.272750	 24.214707	 21.068268
86	 197.358594	 24.211927	 16.481108
87	 197.396639	 24.211627	 19.592186
88	 197.398962	 24.205233	 20.967823
89	 197.403867	 24.216602	 20.806070
90	 197.434720	 24.212438	 19.608204
91	 197.487109	 24.216584	 18.865433
92	 197.534110	 24.212278	 16.697359
93	 197.570917	 24.217092	 17.069775
94	 197.577499	 24.204333	 21.139889
95	 197.608096	 24.211863	 18.679876
96	 197.624445	 24.212079	 20.212156
97	 197.635025	 24.202816	 18.378546
98	 197.648487	 24.204021	 20.835199
99	 197.650429	 24.207126	 19.392797
100	 197.707491	 24.206390	 19.324421
